#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  3.00000E+04  4.01000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.87618E+04  0.00000E+00  0.000E+00  1.28554E-07  6.382E-09  0.00000E+00  0.000E+00
   3.88122E+04  0.00000E+00  0.000E+00  1.29426E-07  6.404E-09  0.00000E+00  0.000E+00
   3.88628E+04  0.00000E+00  0.000E+00  1.23327E-07  6.251E-09  0.00000E+00  0.000E+00
   3.89132E+04  0.00000E+00  0.000E+00  1.02574E-07  5.701E-09  0.00000E+00  0.000E+00
   3.89638E+04  0.00000E+00  0.000E+00  1.02020E-07  5.685E-09  0.00000E+00  0.000E+00
   3.90142E+04  0.00000E+00  0.000E+00  9.51287E-08  5.490E-09  0.00000E+00  0.000E+00
   3.90648E+04  0.00000E+00  0.000E+00  4.53069E-08  3.789E-09  0.00000E+00  0.000E+00
   3.91152E+04  0.00000E+00  0.000E+00  1.76634E-08  2.366E-09  0.00000E+00  0.000E+00
   3.91658E+04  0.00000E+00  0.000E+00  1.90891E-08  2.459E-09  0.00000E+00  0.000E+00
   3.92162E+04  0.00000E+00  0.000E+00  1.56832E-08  2.229E-09  0.00000E+00  0.000E+00
   3.92668E+04  0.00000E+00  0.000E+00  1.48119E-08  2.166E-09  0.00000E+00  0.000E+00
   3.93172E+04  0.00000E+00  0.000E+00  1.32277E-08  2.047E-09  0.00000E+00  0.000E+00
   3.93678E+04  0.00000E+00  0.000E+00  1.30693E-08  2.035E-09  0.00000E+00  0.000E+00
   3.94182E+04  0.00000E+00  0.000E+00  1.37030E-08  2.084E-09  0.00000E+00  0.000E+00
   3.94688E+04  0.00000E+00  0.000E+00  1.14851E-08  1.908E-09  0.00000E+00  0.000E+00
   3.95192E+04  0.00000E+00  0.000E+00  9.58416E-09  1.743E-09  0.00000E+00  0.000E+00
   3.95698E+04  0.00000E+00  0.000E+00  1.14059E-08  1.901E-09  0.00000E+00  0.000E+00
   3.96202E+04  0.00000E+00  0.000E+00  1.00594E-08  1.785E-09  0.00000E+00  0.000E+00
   3.96708E+04  0.00000E+00  0.000E+00  9.18812E-09  1.706E-09  0.00000E+00  0.000E+00
   3.97212E+04  0.00000E+00  0.000E+00  1.04554E-08  1.820E-09  0.00000E+00  0.000E+00
   3.97718E+04  0.00000E+00  0.000E+00  8.63366E-09  1.654E-09  0.00000E+00  0.000E+00
   3.98222E+04  0.00000E+00  0.000E+00  1.02178E-08  1.799E-09  0.00000E+00  0.000E+00
   3.98728E+04  0.00000E+00  0.000E+00  9.74257E-09  1.757E-09  0.00000E+00  0.000E+00
   3.99232E+04  0.00000E+00  0.000E+00  6.25743E-09  1.408E-09  0.00000E+00  0.000E+00
   3.99738E+04  0.00000E+00  0.000E+00  4.99010E-09  1.257E-09  0.00000E+00  0.000E+00
   4.00242E+04  0.00000E+00  0.000E+00  2.27290E-05  8.481E-08  0.00000E+00  0.000E+00
   4.00748E+04  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00
