#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  0.00000E+00  4.05000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.81712E+04  0.00000E+00  0.000E+00  1.83719E-09  4.200E-11  0.00000E+00  0.000E+00
   3.83738E+04  0.00000E+00  0.000E+00  1.65139E-09  3.993E-11  0.00000E+00  0.000E+00
   3.85762E+04  0.00000E+00  0.000E+00  1.50694E-09  3.824E-11  0.00000E+00  0.000E+00
   3.87788E+04  0.00000E+00  0.000E+00  1.34552E-09  3.640E-11  0.00000E+00  0.000E+00
   3.89812E+04  1.54321E-13  3.086E-13  1.16497E-09  3.390E-11  0.00000E+00  0.000E+00
   3.91838E+04  0.00000E+00  0.000E+00  9.65741E-10  3.084E-11  0.00000E+00  0.000E+00
   3.93862E+04  0.00000E+00  0.000E+00  7.42284E-10  2.726E-11  0.00000E+00  0.000E+00
   3.95888E+04  0.00000E+00  0.000E+00  5.53858E-10  2.367E-11  0.00000E+00  0.000E+00
   3.97912E+04  0.00000E+00  0.000E+00  3.37654E-10  1.855E-11  0.00000E+00  0.000E+00
   3.99938E+04  0.00000E+00  0.000E+00  1.09414E-10  1.053E-11  0.00000E+00  0.000E+00
   4.01962E+04  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00
   4.03988E+04  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00
